,0,name,url,chip_name,chip_maker,SP,m_cap,m_bus,m_clock,bus_interface,PRICE
342,528,MSI GTX 1070 Ti ARMOR 8G [PCIExp 8GB],https://kakaku.com/item/K0001010818/,NVIDIA GeForceGTX1070Ti,NVIDIA,2432.0,8000.0,256.0,8007.999999999999,PCIExpress3.0x16,68200.0
343,529,ASUS STRIX-GTX980-DC2OC-4GD5-SP [PCIExp 4GB],https://kakaku.com/item/K0000763093/,NVIDIA GeForceGTX980,NVIDIA,2048.0,4000.0,256.0,7010.0,PCIExpress3.0x16,71279.0
344,530,GIGABYTE GV-N2070GAMING OC-8GC [PCIExp 8GB],https://kakaku.com/item/K0001098511/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,73146.0
345,531,ASUS STRIX-GTX980-DC2OC-4GD5 [PCIExp 4GB],https://kakaku.com/item/K0000703140/,NVIDIA GeForceGTX980,NVIDIA,2048.0,4000.0,256.0,7010.0,PCIExpress3.0x16,73480.0
346,535,GIGABYTE GV-N2080WF3OC-8GC [PCIExp 8GB],https://kakaku.com/item/K0001082423/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0x16,81100.0
347,536,EVGA GeForce RTX 2070 XC GAMING 08G-P4-2172-KR [PCIExp 8GB],https://kakaku.com/item/K0001100681/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,81294.0
348,537,GIGABYTE AORUS GV-N2070AORUS X-8GC [PCIExp 8GB],https://kakaku.com/item/K0001098510/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14142.0,PCIExpress3.0x16,83283.0
349,538,EVGA GeForce RTX 2070 XC ULTRA GAMING 08G-P4-2173-KR [PCIExp 8GB],https://kakaku.com/item/K0001100680/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,86386.0
350,540,Colorful iGame GeForce RTX 2080 Advanced OC [PCIExp 8GB],https://kakaku.com/item/K0001091240/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0x16,88880.0
351,541,XFX RX-VEGALDFF6 [PCIExp 8GB],https://kakaku.com/item/K0001055379/,AMD RadeonRXVega56,AMD,3584.0,8000.0,2048.0,800.0,PCIExpress3.0x16,89298.0
352,542,ASUS TURBO-RTX2080-8G-EVO [PCIExp 8GB],https://kakaku.com/item/K0001163589/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0,90605.0
353,544,GIGABYTE GV-N208SGAMING OC-8GC Rev2.0 [PCIExp 8GB],https://kakaku.com/item/K0001222079/,NVIDIA GeForceRTX2080SUPER,NVIDIA,3072.0,8000.0,256.0,15500.0,PCIExpress3.0x16,93478.0
354,545,ASUS ROG MATRIX-GTX980-P-4GD5 [PCIExp 4GB],https://kakaku.com/item/K0000738666/,NVIDIA GeForceGTX980,NVIDIA,2048.0,4000.0,256.0,7010.0,PCIExpress3.0x16,94000.0
355,549,玄人志向 GALAKURO GK-RTX2070-E8GB/WHITE [PCIExp 8GB],https://kakaku.com/item/K0001098509/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,98978.0
356,550,Inno3D GeForce RTX 2080 X2 OC N20802-08D6X [PCIExp 8GB],https://kakaku.com/item/K0001106668/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0x16,98978.0
357,551,GIGABYTE GV-RXVEGA64GAMING OC-8GD [PCIExp 8GB],https://kakaku.com/item/K0001021381/,AMD RadeonRXVega64,AMD,4096.0,8000.0,2048.0,945.0,PCIExpress3.0x16,102461.0
358,552,ASUS DUAL-RTX2080-A8G [PCIExp 8GB],https://kakaku.com/item/K0001100683/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0,104720.0
359,554,ASUS DUAL-RTX2080-O8G [PCIExp 8GB],https://kakaku.com/item/K0001082415/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0,114852.0
360,556,ASUS TURBO-RTX2080-8G [PCIExp 8GB],https://kakaku.com/item/K0001104411/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0,121363.0
361,558,Inno3D GeForce RTX 2080 Ti X2 OC N208T2-11D6X [PCIExp 11GB],https://kakaku.com/item/K0001106667/,NVIDIA GeForceRTX2080Ti,NVIDIA,4352.0,11000.0,352.0,14000.0,PCIExpress3.0x16,152943.0
