,name,url,capacity[GB],memory_num,capacity_sum,memory_standard,interface,module_standard,generation,PRICE
1123,G.Skill F4-2933C14Q-64GFX [DDR4 PC4-23400 16GB 4枚組],https://kakaku.com/item/K0001014231/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-23400(DDR4-2933),4.0,63300.0
1124,Corsair CMT64GX4M4C3466C16 [DDR4 PC4-27700 16GB 4枚組],https://kakaku.com/item/K0001156599/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-27700(DDR4-3466),4.0,63473.0
1125,G.Skill F4-3200C14Q-64GVK [DDR4 PC4-25600 16GB 4枚組],https://kakaku.com/item/K0000841094/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,67100.0
1126,G.Skill F4-3600C14Q-32GTRSB [DDR4 PC4-28800 8GB 4枚組],https://kakaku.com/item/K0001198754/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,67400.0
1127,G.Skill F4-3200C16Q2-128GTZ [DDR4 PC4-25600 16GB 8枚組],https://kakaku.com/item/K0000886619/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,67700.0
1128,G.Skill F4-3200C16Q2-128GTZKW [DDR4 PC4-25600 16GB 8枚組],https://kakaku.com/item/K0000886620/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,67700.0
1129,G.Skill F4-3200C14Q-64GTZ [DDR4 PC4-25600 16GB 4枚組],https://kakaku.com/item/K0000841096/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,69600.0
1130,Corsair CMK32GX4M2K4133C19 [DDR4 PC4-33000 16GB 2枚組],https://kakaku.com/item/K0001104631/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-33000(DDR4-4133),4.0,70866.0
1131,Corsair CMK64GX4M4K3733C17 [DDR4 PC4-29800 16GB 4枚組],https://kakaku.com/item/K0001104633/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-29800(DDR4-3733),4.0,73509.0
1132,G.Skill F4-3200C14Q-64GTZR [DDR4 PC4-25600 16GB 4枚組],https://kakaku.com/item/K0000962900/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,75900.0
1133,ADTEC ADS10600D-R16GDW [DDR3 PC3-10600 16GB 2枚組 ECC Registered],https://kakaku.com/item/K0000624205/,16.0,2.0,32.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,76677.0
1134,Corsair CMK128GX4M8Z2933C16 [DDR4 PC4-23400 16GB 8枚組],https://kakaku.com/item/K0001104622/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-23400(DDR4-2933),4.0,78971.0
1135,Corsair CMW128GX4M8A2666C16 [DDR4 PC4-21300 16GB 8枚組],https://kakaku.com/item/K0001104642/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,79249.0
1136,crucial CT4K16G4DFD8266 [DDR4 PC4-21300 16GB 4枚組],https://kakaku.com/item/K0000979053/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,80324.0
1137,G.Skill F4-3600C17Q2-128GTZKK [DDR4 PC4-28800 16GB 8枚組],https://kakaku.com/item/K0000986250/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,81000.0
1138,G.Skill F4-3600C17Q2-128GTZSW [DDR4 PC4-28800 16GB 8枚組],https://kakaku.com/item/K0000986249/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,81000.0
1139,Corsair CMW128GX4M8C3000C16 [DDR4 PC4-24000 16GB 8枚組],https://kakaku.com/item/K0001104644/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,81688.0
1140,G.Skill F4-3200C14Q-64GTRG [DDR4 PC4-25600 16GB 4枚組],https://kakaku.com/item/K0001156428/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,86405.0
1141,Corsair CMW32GX4M4K4266C19 [DDR4 PC4-34100 8GB 4枚組],https://kakaku.com/item/K0001147627/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-34100(DDR4-4266),4.0,88412.0
1142,IBM 46W0672 [DDR3 PC3L-12800 16GB ECC Registered],https://kakaku.com/item/K0000911373/,16.0,1.0,16.0,DDR3SDRAM,DIMM,PC3L-12800(DDR3-1600),3.0,93500.0
1143,G.Skill F4-3600C17Q2-128GTZR [DDR4 PC4-28800 16GB 8枚組],https://kakaku.com/item/K0000986251/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,93600.0
1144,G.Skill F4-3466C16Q2-128GTZR [DDR4 PC4-27700 16GB 8枚組],https://kakaku.com/item/K0000986242/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-27700(DDR4-3466),4.0,94300.0
1145,ADTEC ADS2933D-R64GDA [DDR4 PC4-23400 64GB ECC Registered],https://kakaku.com/item/K0001159172/,64.0,1.0,64.0,DDR4SDRAM,DIMM,PC4-23400(DDR4-2933),4.0,97751.0
1146,G.Skill F4-3000C14Q2-128GVRD [DDR4 PC4-24000 16GB 8枚組],https://kakaku.com/item/K0000867608/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,99200.0
1147,G.Skill F4-3200C15Q2-128GTZ [DDR4 PC4-25600 16GB 8枚組],https://kakaku.com/item/K0000886625/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,106600.0
1148,G.Skill F4-3000C14Q2-128GTZR [DDR4 PC4-24000 16GB 8枚組],https://kakaku.com/item/K0000962894/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,110000.0
1149,crucial CT2K32G4RFD424A [DDR4 PC4-19200 32GB 2枚組 ECC Registered],https://kakaku.com/item/K0000887378/,32.0,2.0,64.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,111833.0
1150,Corsair CMK16GX4M2Z4866C18 [DDR4 PC4-38900 8GB 2枚組],https://kakaku.com/item/K0001201147/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-38900(DDR4-4866),4.0,120533.0
1151,トランセンド TS4GKR72V3P [DDR3 PC3-10600 32GB Registered],https://kakaku.com/item/K0000427313/,32.0,1.0,32.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,123661.0
1152,CENTURY MICRO CK32GX6-D4RE2400L42 [DDR4 PC4-19200 32GB 6枚組 ECC Registered],https://kakaku.com/item/K0001050967/,32.0,6.0,192.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,129808.0
1153,ADTEC ADS10600D-R16GD4 [DDR3 PC3-10600 16GB 4枚組 ECC Registered],https://kakaku.com/item/K0000624209/,16.0,4.0,64.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,167064.0
1154,crucial CT4K32G4RFD4266 [DDR4 PC4-21300 32GB 4枚組 ECC Registered],https://kakaku.com/item/K0000995646/,32.0,4.0,128.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,172854.0
1155,Corsair CMK128GX4M8X3800C19 [DDR4 PC4-30400 16GB 8枚組],https://kakaku.com/item/K0001104630/,16.0,8.0,128.0,DDR4SDRAM,DIMM,PC4-30400(DDR4-3800),4.0,224095.0
1156,crucial CT4K32G4RFD424A [DDR4 PC4-19200 32GB 4枚組 ECC Registered],https://kakaku.com/item/K0000887380/,32.0,4.0,128.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,241327.0
1157,バッファロー DD333-256M (DDR PC2700 256MB),https://kakaku.com/item/05202010278/,0.256,1.0,0.256,DDRSDRAM,DIMM,PC2700(DDR333),1.0,180.0
1158,ノーブランド SODIMM DDR2 512MB PC5300,https://kakaku.com/item/05200011531/,0.512,1.0,0.512,DDR2SDRAM,S.O.DIMM,0,2.0,399.0
1159,ノーブランド DIMM DDR SDRAM PC3200 512MB CL3,https://kakaku.com/item/05200010007/,0.512,1.0,0.512,DDRSDRAM,DIMM,PC3200(DDR400),1.0,480.0
1160,トランセンド TS64MMQ64V5M (MICRODIMM DDR2 PC4300 512MB),https://kakaku.com/item/05209011129/,0.512,1.0,0.512,DDR2SDRAM,MicroDIMM,(DDR2-533),2.0,480.0
1161,バッファロー DD400-256M×2 (DDR PC3200 256MB 2枚組),https://kakaku.com/item/05202010269/,0.256,2.0,0.512,DDRSDRAM,DIMM,PC3200(DDR400),1.0,489.0
1162,バッファロー D2/P533-256M (MICRODIMM DDR2 PC2-4200 256MB),https://kakaku.com/item/05202011571/,0.256,1.0,0.256,DDR2SDRAM,MicroDIMM,PC2-4200(DDR2-533),2.0,528.0
1163,ノーブランド SODIMM DDR 256M PC2100 CL2.5,https://kakaku.com/item/05200010128/,0.256,1.0,0.256,DDRSDRAM,S.O.DIMM,PC2100(DDR266),1.0,555.0
1164,バッファロー MV-DD400-512M [DDR PC3200 512MB],https://kakaku.com/item/K0000429290/,0.512,1.0,0.512,DDRSDRAM,DIMM,PC3200(DDR400),1.0,580.0
1165,ノーブランド SODIMM DDR2 SDRAM PC2-6400 1GB,https://kakaku.com/item/05200012225/,1.0,1.0,1.0,DDR2SDRAM,S.O.DIMM,PC2-6400(DDR2-800),2.0,587.0
1166,RAMMAX Technology RM-SD800-1GB [SODIMM DDR2 PC2-6400 1GB],https://kakaku.com/item/K0001187120/,1.0,1.0,1.0,DDR2SDRAM,S.O.DIMM,PC2-6400(DDR2-800),2.0,590.0
1167,IODATA SDX533-512MA [SODIMM DDR2 PC2-4200 512MB],https://kakaku.com/item/K0000158625/,0.512,1.0,0.512,DDR2SDRAM,S.O.DIMM,PC2-4200(DDR2-533),2.0,593.0
1168,ノーブランド DIMM DDR2 SDRAM PC6400 1GB CL5,https://kakaku.com/item/05200011463/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,690.0
1169,RAMMAX Technology RM-LD800-1GB [DDR2 PC2-6400 1GB],https://kakaku.com/item/K0001187117/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,690.0
1170,ARCHISS AS-266D-512-S3 [DDR PC-2100 512MB],https://kakaku.com/item/K0000155633/,0.512,1.0,0.512,DDRSDRAM,DIMM,PC2100(DDR266),1.0,722.0
1171,ARCHISS AS-333D-512-S3 [DDR PC-2700 512MB],https://kakaku.com/item/K0000155635/,0.512,1.0,0.512,DDRSDRAM,DIMM,PC2700(DDR333),1.0,722.0
1172,ノーブランド DIMM DDR2 SDRAM PC5300 1GB CL5,https://kakaku.com/item/05200011461/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,749.0
1173,RAMMAX Technology RM-LD667-1GB [DDR2 PC2-5300 1GB],https://kakaku.com/item/K0001187115/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,749.0
1174,RAMMAX Technology RM-SD533-1GB [SODIMM DDR2 PC2-4200 1GB],https://kakaku.com/item/K0001187118/,1.0,1.0,1.0,DDR2SDRAM,S.O.DIMM,PC2-4200(DDR2-533),2.0,790.0
1175,IODATA SDIM133-S256MY (SODIMM PC133 256MB),https://kakaku.com/item/05206010508/,0.256,1.0,0.256,SDRAM,S.O.DIMM,PC133(133MHz),0.0,846.0
1176,ノーブランド DIMM DDR2 SDRAM PC4200 1GB CL4,https://kakaku.com/item/05200010883/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-4200(DDR2-533),2.0,926.0
1177,ノーブランド DIMM DDR2 SDRAM PC5300 512MB CL5,https://kakaku.com/item/05200011462/,0.512,1.0,0.512,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,940.0
1178,ノーブランド DIMM DDR2 SDRAM PC6400 512MB CL5,https://kakaku.com/item/05200011464/,0.512,1.0,0.512,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,940.0
1179,ノーブランド SODIMM DDR 512M PC2700 CL2.5,https://kakaku.com/item/05200010125/,0.512,1.0,0.512,DDRSDRAM,S.O.DIMM,PC2700(DDR333),1.0,970.0
1180,ノーブランド DIMM DDR SDRAM PC2700 512MB CL2.5,https://kakaku.com/item/05200010019/,0.512,1.0,0.512,DDRSDRAM,DIMM,PC2700(DDR333),1.0,980.0
1181,トランセンド TS32MMD64V3F (MICRODIMM PC2700 256MB),https://kakaku.com/item/05209010621/,0.256,1.0,0.256,DDRSDRAM,MicroDIMM,PC2700(DDR333),1.0,998.0
1182,ノーブランド SODIMM DDR3 PC3-12800 2GB,https://kakaku.com/item/05200013849/,2.0,1.0,2.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3-1600),3.0,1015.0
1183,RAMMAX Technology RM-SD1333-2GB [SODIMM DDR3 PC3-10600 2GB],https://kakaku.com/item/K0001187102/,2.0,1.0,2.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,1017.0
1184,バッファロー D2/N667-512M (SODIMM DDR2 PC2-5300 512MB),https://kakaku.com/item/05202011358/,0.512,1.0,0.512,DDR2SDRAM,S.O.DIMM,PC2-5300(DDR2-667),2.0,1067.0
1185,RAMMAX Technology RM-LD553-2GB [DDR2 PC2-4200 2GB],https://kakaku.com/item/K0001187116/,2.0,1.0,2.0,DDR2SDRAM,DIMM,PC2-4200(DDR2-533),2.0,1090.0
1186,RAMMAX Technology RM-LD1066-2GB [DDR3 PC3-8500 2GB],https://kakaku.com/item/K0001187106/,2.0,1.0,2.0,DDR3SDRAM,DIMM,PC3-8500(DDR3-1066),3.0,1106.0
1187,RAMMAX Technology RM-LD800-D2GB [DDR2 PC2-6400 1GB 2枚組],https://kakaku.com/item/K0001187093/,1.0,2.0,2.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,1110.0
1188,グリーンハウス GH-DV800-1GF (DDR2 PC2-6400 1GB),https://kakaku.com/item/K0000077735/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,1163.0
1189,ノーブランド SODIMM DDR 512M PC2100 CL2.5,https://kakaku.com/item/05200010127/,0.512,1.0,0.512,DDRSDRAM,S.O.DIMM,PC2100(DDR266),1.0,1165.0
1190,ARCHISS AS-266D-1G-S3 [DDR PC-2100 1GB],https://kakaku.com/item/K0000155634/,1.0,1.0,1.0,DDRSDRAM,DIMM,PC2100(DDR266),1.0,1207.0
1191,ARCHISS AS-333D-1G-S3 [DDR PC-2700 1GB],https://kakaku.com/item/K0000155636/,1.0,1.0,1.0,DDRSDRAM,DIMM,PC2700(DDR333),1.0,1207.0
1192,RAMMAX Technology RM-LD667-D2GB [DDR2 PC2-5300 1GB 2枚組],https://kakaku.com/item/K0001187091/,1.0,2.0,2.0,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,1212.0
1193,RAMMAX Technology RM-SD667-D2GB [SODIMM DDR2 PC2-5300 1GB 2枚組],https://kakaku.com/item/K0001187090/,1.0,2.0,2.0,DDR2SDRAM,S.O.DIMM,PC2-5300(DDR2-667),2.0,1290.0
1194,トランセンド JM800QLU-1G (DDR2 PC2-6400 1GB),https://kakaku.com/item/05209013768/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,1304.0
1195,ARCHISS AS-266DN-512-S3 [SODIMM DDR PC-2100 512MB],https://kakaku.com/item/K0000155755/,0.512,1.0,0.512,DDRSDRAM,S.O.DIMM,PC2100(DDR266),1.0,1337.0
1196,ARCHISS AS-333DN-512-S3 [SODIMM DDR PC-2700 512MB],https://kakaku.com/item/K0000155758/,0.512,1.0,0.512,DDRSDRAM,S.O.DIMM,PC2700(DDR333),1.0,1337.0
1197,バッファロー MV-D2/N800-S1G [SODIMM DDR2 PC2-6400 1GB],https://kakaku.com/item/K0000429305/,1.0,1.0,1.0,DDR2SDRAM,S.O.DIMM,PC2-6400(DDR2-800),2.0,1424.0
1198,ARCHISS AS-400D-512-S3 [DDR PC-3200 512MB],https://kakaku.com/item/K0000155640/,0.512,1.0,0.512,DDRSDRAM,DIMM,PC3200(DDR400),1.0,1430.0
1199,ARCHISS AS-667D2-1G-S3 [DDR2 PC2-5300 1GB],https://kakaku.com/item/K0000165522/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,1432.0
1200,ARCHISS AS-333D-512-S3(X2) [DDR PC-2700 512MB 2枚組],https://kakaku.com/item/K0000155637/,0.512,2.0,1.024,DDRSDRAM,DIMM,PC2700(DDR333),1.0,1444.0
1201,ノーブランド SODIMM DDR3 PC3-8500 2GB,https://kakaku.com/item/05200013853/,2.0,1.0,2.0,DDR3SDRAM,S.O.DIMM,PC3-8500(DDR3-1066),3.0,1477.0
1202,WINTEN WT-LD800-1GB [DDR2 PC2-6400 1GB],https://kakaku.com/item/K0000396088/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,1480.0
1203,RAMMAX Technology RM-SD800-D2GB [SODIMM DDR2 PC2-6400 1GB 2枚組],https://kakaku.com/item/K0001187121/,1.0,2.0,2.0,DDR2SDRAM,S.O.DIMM,PC2-6400(DDR2-800),2.0,1490.0
1204,グリーンハウス GH-DW667-256MZ (SODIMM DDR2 PC2-5300 256MB Mac),https://kakaku.com/item/K0000012549/,0.256,1.0,0.256,DDR2SDRAM,S.O.DIMM,PC2-5300(DDR2-667),2.0,1504.0
1205,ノーブランド SODIMM DDR 512M PC3200 CL3,https://kakaku.com/item/K0000068179/,0.512,1.0,0.512,DDRSDRAM,S.O.DIMM,PC3200(DDR400),1.0,1508.0
1206,プリンストン PDD333-256 (DDR PC2700 256MB),https://kakaku.com/item/05208010517/,0.256,1.0,0.256,DDRSDRAM,DIMM,PC2700(DDR333),1.0,1560.0
1207,crucial CT25664BD160BJ [DDR3 PC3-12800 2GB],https://kakaku.com/item/K0001178699/,2.0,1.0,2.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,1570.0
1208,RAMMAX Technology RM-LD1333-2GB [DDR3 PC3-10600 2GB],https://kakaku.com/item/K0001187108/,2.0,1.0,2.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,1590.0
1209,RAMMAX Technology RM-SD1600-4GB [SODIMM DDR3 PC3-12800 4GB],https://kakaku.com/item/K0001187083/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3-1600),3.0,1609.0
1210,ノーブランド SODIMM DDR3 PC3-12800 4GB,https://kakaku.com/item/K0000169720/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3-1600),3.0,1647.0
1212,キングストン KVR16N11S6/2 [DDR3 PC3-12800 2GB],https://kakaku.com/item/K0000653597/,2.0,1.0,2.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,1701.0
1213,Team TSD32048M1066C7-E [SODIMM DDR3 PC3-8500 2GB],https://kakaku.com/item/K0000277242/,2.0,1.0,2.0,DDR3SDRAM,S.O.DIMM,PC3-8500(DDR3-1066),3.0,1760.0
1214,Team TSD32048M1333C9-E [SODIMM DDR3 PC3-10600 2GB],https://kakaku.com/item/K0000277239/,2.0,1.0,2.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,1760.0
1215,プリンストン PDD2/533-256 (DDR2 PC4300 256MB),https://kakaku.com/item/05208010871/,0.256,1.0,0.256,DDR2SDRAM,DIMM,(DDR2-533),2.0,1770.0
1216,ノーブランド SODIMM DDR3 PC3L-12800 4GB,https://kakaku.com/item/K0000717468/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3L-12800(DDR3L-1600),3.0,1799.0
1217,バッファロー D3N1333-1G (SODIMM DDR3 PC3-10600 1GB),https://kakaku.com/item/K0000001967/,1.0,1.0,1.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,1818.0
1218,トランセンド TS16MSD64V3G (SODIMM PC2700 128MB),https://kakaku.com/item/05209010626/,0.128,1.0,0.128,DDRSDRAM,S.O.DIMM,PC2700(DDR333),1.0,1837.0
1219,バッファロー D2/N533-512M (SODIMM DDR2 PC2 4200 512MB),https://kakaku.com/item/05202010957/,0.512,1.0,0.512,DDR2SDRAM,S.O.DIMM,PC2-4200(DDR2-533),2.0,1859.0
1220,プリンストン PD200DD215-256 (SODIMM DDR PC2100 256MB),https://kakaku.com/item/05208010583/,0.256,1.0,0.256,DDRSDRAM,S.O.DIMM,PC2100(DDR266),1.0,1860.0
1221,トランセンド TS32MSQ64V6M (SODIMM DDR2 PC2-5300 256MB),https://kakaku.com/item/05209011427/,0.256,1.0,0.256,DDR2SDRAM,S.O.DIMM,PC2-5300(DDR2-667),2.0,1878.0
1222,プリンストン PDD2/667-256 (DDR2 PC2-5300 256MB),https://kakaku.com/item/05208011580/,0.256,1.0,0.256,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,1880.0
1223,グリーンハウス GH-DWT1066-1GF (SODIMM DDR3 PC3-8500 1GB),https://kakaku.com/item/K0000043279/,1.0,1.0,1.0,DDR3SDRAM,S.O.DIMM,PC3-8500(DDR3-1066),3.0,1893.0
1224,バッファロー D2/P400-256M (MICRODIMM DDR2 PC2-3200 256MB),https://kakaku.com/item/05202011447/,0.256,1.0,0.256,DDR2SDRAM,MicroDIMM,PC2-3200(DDR2-400),2.0,1958.0
1225,Corsair CMV2GX3M1C1600C11 [DDR3L PC3-12800 2GB],https://kakaku.com/item/K0000887850/,2.0,1.0,2.0,DDR3SDRAM,DIMM,PC3-12800(DDR3L-1600),3.0,1980.0
1226,Corsair CMX2GX3M1A1333C9 [DDR3 PC3-10600 2GB],https://kakaku.com/item/K0000887856/,2.0,1.0,2.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,1980.0
1227,G.Skill F3-1600C11S-4GSL [SODIMM DDR3L PC3L-12800 4GB],https://kakaku.com/item/K0001039243/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3L-12800(DDR3L-1600),3.0,1980.0
1228,バッファロー D2/P533-512M (MICRODIMM DDR2 PC2-4200 512MB),https://kakaku.com/item/05202011572/,0.512,1.0,0.512,DDR2SDRAM,MicroDIMM,PC2-4200(DDR2-533),2.0,1991.0
1229,UMAX UM-DDR3S-1600-4GB [DDR3 PC3-12800 4GB],https://kakaku.com/item/K0001175351/,4.0,1.0,4.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,2000.0
1230,UMAX UM-SODDR3S-1600-4G [SODIMM DDR3 PC3-12800 4GB],https://kakaku.com/item/K0001175376/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3-1600),3.0,2000.0
1231,RAMMAX Technology RM-SD1333-4GB [SODIMM DDR3 PC3-10600 4GB],https://kakaku.com/item/K0001187103/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,2010.0
1232,IODATA SDIM133-128MZ (SODIMM PC133 128MB),https://kakaku.com/item/05206010616/,0.128,1.0,0.128,SDRAM,S.O.DIMM,PC133(133MHz),0.0,2013.0
1233,トランセンド TS32MLQ64V5M (DDR2 PC2-4200 256MB),https://kakaku.com/item/05209011901/,0.256,1.0,0.256,DDR2SDRAM,DIMM,PC2-4200(DDR2-533),2.0,2017.0
1234,J&A Information LEVEN JR3U1600172308-4M [DDR3 PC3-12800 4GB],https://kakaku.com/item/K0001168738/,4.0,1.0,4.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,2033.0
1235,プリンストン PDD2/667-1G (DDR2 PC2-5300 1GB),https://kakaku.com/item/05208011584/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,2090.0
1236,バッファロー DN333-A512MZ (SODIMM DDR PC2700 512MB),https://kakaku.com/item/05202010312/,0.512,1.0,0.512,DDRSDRAM,S.O.DIMM,PC2700(DDR333),1.0,2158.0
1237,トランセンド TS64MSQ64V6J (SODIMM DDR2 PC2-5300 512MB),https://kakaku.com/item/05209011428/,0.512,1.0,0.512,DDR2SDRAM,S.O.DIMM,PC2-5300(DDR2-667),2.0,2170.0
1238,バッファロー DN266-256MY (SODIMM DDR PC2100 256MB),https://kakaku.com/item/05202010318/,0.256,1.0,0.256,DDRSDRAM,S.O.DIMM,PC2100(DDR266),1.0,2178.0
1239,crucial CT12864AA800 (DDR2 PC2-6400 1GB),https://kakaku.com/item/05202913505/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,2190.0
1240,crucial CT4G4DFS8266 [DDR4 PC4-21300 4GB],https://kakaku.com/item/K0001178676/,4.0,1.0,4.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,2200.0
1241,ADATA AD2U800B1G6-S [DDR2 PC2-6400 1GB],https://kakaku.com/item/K0000627887/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,2228.0
1242,グリーンハウス GH-DW800-1GF (SODIMM DDR2 PC2-6400 1GB),https://kakaku.com/item/05204013781/,1.0,1.0,1.0,DDR2SDRAM,S.O.DIMM,PC2-6400(DDR2-800),2.0,2236.0
1243,ノーブランド SODIMM DDR2 512MB PC4200 CL4,https://kakaku.com/item/05200011278/,0.512,1.0,0.512,DDR2SDRAM,S.O.DIMM,PC2-4200(DDR2-533),2.0,2236.0
1244,Patriot Memory PSD34G1600L2S [SODIMM DDR3 PC3-12800 4GB],https://kakaku.com/item/K0000462152/,4.0,1.0,4.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3-1600),3.0,2255.0
1245,トランセンド TS128MDL1709 (DDR PC2100 128MB),https://kakaku.com/item/K0000011505/,0.128,1.0,0.128,DDRSDRAM,DIMM,PC2100(DDR266),1.0,2266.0
1246,プリンストン SPPDD2/667-512C (DDR2 PC2-5300 512MB),https://kakaku.com/item/05208013708/,0.512,1.0,0.512,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,2274.0
1247,プリンストン SPPDN2/667-512C (SODIMM DDR2 PC2-5300 512MB),https://kakaku.com/item/05208013714/,0.512,1.0,0.512,DDR2SDRAM,S.O.DIMM,PC2-5300(DDR2-667),2.0,2274.0
1248,crucial CT4G4DFS632A [DDR4 PC4-25600 4GB],https://kakaku.com/item/K0001162959/,4.0,1.0,4.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,2310.0
1249,プリンストン PDN2/800-A1G (SODIMM DDR2 PC2-6400 1GB),https://kakaku.com/item/K0000001975/,1.0,1.0,1.0,DDR2SDRAM,S.O.DIMM,PC2-6400(DDR2-800),2.0,2310.0
1250,ノーブランド SODIMM DDR PC3200 1GB,https://kakaku.com/item/K0000014844/,1.0,1.0,1.0,DDRSDRAM,S.O.DIMM,PC3200(DDR400),1.0,2369.0
1251,バッファロー D2/800-1G (DDR2 PC2-6400 1GB),https://kakaku.com/item/05202011611/,1.0,1.0,1.0,DDR2SDRAM,DIMM,PC2-6400(DDR2-800),2.0,2374.0
1252,プリンストン PDD2/533-512 (DDR2 PC4300 512MB),https://kakaku.com/item/05208010870/,0.512,1.0,0.512,DDR2SDRAM,DIMM,(DDR2-533),2.0,2380.0
1253,トランセンド TS128MSQ64V6U (SODIMM DDR2 PC2-5300 1GB),https://kakaku.com/item/K0000013750/,1.0,1.0,1.0,DDR2SDRAM,S.O.DIMM,PC2-5300(DDR2-667),2.0,2380.0
