0,name,url,capacity,read_speed,write_speed,std_size,interface,type,thikness,PRICE
177,エレコム ESD-IB0240G,https://kakaku.com/item/K0001121678/,240.0,500.0,430.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,8235
178,crucial MX500 CT500MX500SSD4/JP,https://kakaku.com/item/K0001051514/,500.0,560.0,510.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND,0,8280
179,キングストン UV500 SSD SUV500MS/480G,https://kakaku.com/item/K0001051561/,480.0,520.0,500.0,mSATA,SerialATA6Gb/s,3DTLC,4.85mm,8780
180,ESSENCORE KLEVV CRAS C700 M.2 K240GM2SP0-C70,https://kakaku.com/item/K0001185425/,240.0,1500.0,1000.0,M.2(Type2280),PCI-Express,3DNAND,2.8mm,4178
181,SANDISK X600 SD9SB8W-256G-1122,https://kakaku.com/item/K0001028338/,256.0,550.0,525.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND(nCache2.0：SLC/TLC),7mm,5149
182,SEAGATE BarraCuda 120 SSD ZA500CM1A003,https://kakaku.com/item/K0001220989/,500.0,560.0,540.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,7100
183,トランセンド 110S TS512GMTE110S,https://kakaku.com/item/K0001060797/,512.0,1700.0,1500.0,M.2(Type2280),PCI-Express,3DNAND,3.58mm,7680
184,WESTERN DIGITAL WD Red SA500 NAS SATA WDS100T1R0A,https://kakaku.com/item/K0001215280/,1000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,18400
185,SANDISK SSD PLUS SDSSDA-120G-J27,https://kakaku.com/item/K0001023354/,120.0,530.0,310.0,2.5インチ,SerialATA6Gb/s,0,7mm,2530
187,旭東エレクトロニクス SUNEAST SE800-n256GB,https://kakaku.com/item/K0001065140/,256.0,530.0,450.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND,3.5mm,3780
188,ADATA Ultimate SU750 ASU750SS-256GT-C,https://kakaku.com/item/K0001143805/,256.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3934
189,crucial MX500 CT1000MX500SSD1,https://kakaku.com/item/K0001024636/,1000.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,12790
190,WESTERN DIGITAL WD Red SA500 NAS SATA WDS100T1R0B,https://kakaku.com/item/K0001215284/,1000.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.38mm,18120
191,トランセンド 110S TS128GMTE110S,https://kakaku.com/item/K0001060795/,128.0,1700.0,1500.0,M.2(Type2280),PCI-Express,3DNAND,3.58mm,3380
192,ESSENCORE KLEVV NEO N510+ K480GSSDS3-N51,https://kakaku.com/item/K0001185421/,480.0,520.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,5430
193,トランセンド SSD220 TS480GSSD220S,https://kakaku.com/item/K0000871392/,480.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,6580
194,SANDISK X600 SD9SN8W-512G-1122,https://kakaku.com/item/K0001028344/,512.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND(nCache2.0：SLC/TLC),2.23mm,7680
195,addlink S70 ad512GBS70M2P,https://kakaku.com/item/K0001217883/,512.0,3400.0,2000.0,M.2(Type2280),PCI-Express,3DTLCNAND,3.58mm,8980
197,サムスン 860 PRO MZ-76P512B/IT,https://kakaku.com/item/K0001027985/,512.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,V-NAND2bitMLC,6.8mm,18313
198,キングストン A400 SSD SA400S37/240G,https://kakaku.com/item/K0000956840/,240.0,500.0,350.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,3580
199,グリーンハウス GH-SSDRMPA480,https://kakaku.com/item/K0001147812/,480.0,3400.0,2000.0,M.2(Type2280),PCI-Express,3DTLC,2mm,8249
200,エレコム ESD-IB0480G,https://kakaku.com/item/K0001121679/,480.0,500.0,430.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,13337
201,サムスン T5 MU-PA1T0B/IT [ディープブラック],https://kakaku.com/item/K0000990359/,1000.0,540.0,540.0,0,USB,V-NAND,0,23358
202,バッファロー SSD-PH1.0U3-BA [ブラック],https://kakaku.com/item/K0001147808/,1000.0,1000.0,1000.0,0,USB,0,0,24524
203,SANDISK エクストリーム プロ SDSSDXPM2-1T00-J25,https://kakaku.com/item/K0001055415/,1000.0,3400.0,2800.0,M.2(Type2280),PCI-Express,0,1.98mm,24800
205,サムスン 860 QVO MZ-76Q2T0B/IT,https://kakaku.com/item/K0001122057/,2000.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND4bitMLC,6.8mm,30534
206,WESTERN DIGITAL WD Black SN750 NVMe WDS200T3XHC,https://kakaku.com/item/K0001122656/,2000.0,3400.0,2900.0,M.2(Type2280),PCI-Express,3DNAND,8.1mm,49800
207,バッファロー SSD-PM120U3A-B [ブラック],https://kakaku.com/item/K0000959497/,120.0,421.6,370.0,0,USB,0,0,2979
208,IODATA SSPH-UT240K [スモーキーブラック],https://kakaku.com/item/K0001148057/,240.0,340.0,320.0,0,USB,0,0,4021
209,トランセンド TS256GMTS430S,https://kakaku.com/item/K0001133993/,256.0,560.0,500.0,M.2(Type2242),SerialATA6Gb/s,3DNAND,3.58mm,5280
210,Corsair Force Series MP510 CSSD-F240GBMP510,https://kakaku.com/item/K0001098772/,240.0,3100.0,1050.0,M.2(Type2280),PCI-Express,3DTLCNAND,3mm,5880
212,PLEXTOR M9Pe(G) PX-256M9PeG,https://kakaku.com/item/K0001024376/,256.0,3000.0,1000.0,M.2(Type2280),PCI-Express,BiCS33DTLC,4.7mm,6798
214,インテル Optane Memory MEMPEK1W032GAXT,https://kakaku.com/item/K0000967276/,32.0,1350.0,290.0,M.2(Type2280),PCI-Express,3DXpoint,1.5mm,12651
215,エレコム ESD-GMIA0512G,https://kakaku.com/item/K0001162854/,512.0,3400.0,2000.0,M.2(Type2280),PCI-Express,TLC,3mm,13050
219,WESTERN DIGITAL WD Blue 3D NAND SATA WDS200T2B0A+EXT,https://kakaku.com/item/K0001217638/,2000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,27800
220,WESTERN DIGITAL WD Blue 3D NAND SATA WDS400T2B0A+EXT,https://kakaku.com/item/K0001217639/,4000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,59980
221,PLEXTOR S3C PX-128S3C,https://kakaku.com/item/K0000972287/,128.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,TLC,6.8mm,2728
222,バッファロー SSD-PM120U3A-R [レッド],https://kakaku.com/item/K0001208868/,120.0,421.6,370.0,0,USB,0,0,3163
224,PLEXTOR M8VG PX-256M8VG,https://kakaku.com/item/K0001169973/,256.0,560.0,510.0,M.2(Type2280),SerialATA6Gb/s,BiCS33DTLC,2.3mm,5541
226,IODATA SSPH-UT480K [スモーキーブラック],https://kakaku.com/item/K0001148058/,480.0,350.0,300.0,0,USB,0,0,7300
227,IODATA SSPH-UA480NV,https://kakaku.com/item/K0001175385/,480.0,440.0,430.0,0,USB,0,0,8845
228,ABONMAX AB-SSD-960GB,https://kakaku.com/item/K0001193811/,960.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,9690
229,crucial BX500 CT960BX500SSD1JP,https://kakaku.com/item/K0001118246/,960.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,11980
230,addlink S70 ad1TBS70M2P,https://kakaku.com/item/K0001217884/,1000.0,3400.0,3000.0,M.2(Type2280),PCI-Express,3DTLCNAND,3.58mm,15980
231,crucial MX300 CT2050MX300SSD1/JP,https://kakaku.com/item/K0000955620/,2050.0,530.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,32049
232,GIGABYTE AORUS GP-ASM2NE6200TTTD,https://kakaku.com/item/K0001171774/,2000.0,5000.0,4400.0,M.2(Type2280),PCI-Express,BiCS43DTLC,11.4mm,51480
233,トランセンド SSD220 TS120GSSD220S,https://kakaku.com/item/K0000883279/,120.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,2780
234,旭東エレクトロニクス SUNEAST SE800-240GB,https://kakaku.com/item/K0001062590/,240.0,530.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3263
235,SANDISK X600 SD9SB8W-128G-1122,https://kakaku.com/item/K0001028337/,128.0,530.0,490.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND(nCache2.0：SLC/TLC),7mm,3608
236,インテル SSD 545s SSDSC2KW128G8X1,https://kakaku.com/item/K0001029267/,128.0,550.0,440.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,4614
237,ロジテック 【直販モデル】 LMD-MPD256,https://kakaku.com/item/K0001193138/,256.0,3090.0,1035.0,M.2(Type2280),PCI-Express,0,3mm,5280
238,WESTERN DIGITAL WD Blue 3D NAND SATA WDS250G2B0A+EXT,https://kakaku.com/item/K0001217635/,250.0,550.0,525.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,5380
239,ADATA Ultimate SU650 ASU650SS-480GT-R,https://kakaku.com/item/K0001090768/,480.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,5608
240,トランセンド TS256GMSA230S,https://kakaku.com/item/K0001154910/,256.0,550.0,400.0,mSATA,SerialATA6Gb/s,3DNAND,4.85mm,5780
242,WESTERN DIGITAL WD Red SA500 NAS SATA WDS500G1R0B,https://kakaku.com/item/K0001215283/,500.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.38mm,8880
244,GIGABYTE AORUS GP-ASM2NE2512GTTDR,https://kakaku.com/item/K0001152201/,512.0,3480.0,2000.0,M.2(Type2280),PCI-Express,3DTLC,8.1mm,14237
245,Corsair Force Series MP510 CSSD-F1920GBMP510,https://kakaku.com/item/K0001114876/,1920.0,3480.0,2700.0,M.2(Type2280),PCI-Express,3DTLCNAND,3mm,35980
246,WESTERN DIGITAL WD Red SA500 NAS SATA WDS200T1R0A,https://kakaku.com/item/K0001215281/,2000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,37180
248,BIOSTAR S120 S120-512GB,https://kakaku.com/item/K0001217375/,512.0,550.0,525.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,5619
249,Silicon Power Bolt B75 SP512GBPSDB75SCS [シルバー],https://kakaku.com/item/K0001166502/,512.0,440.0,430.0,0,USB,0,0,6908
251,トランセンド SSD370 TS256GSSD370S,https://kakaku.com/item/K0000773286/,256.0,560.0,320.0,2.5インチ,SerialATA6Gb/s,MLC,6.8mm,11480
252,WESTERN DIGITAL PC SA530 3D NAND SATA SDASB8Y-1T00+EXT,https://kakaku.com/item/K0001217642/,1000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,14480
253,PLEXTOR M9Pe(G) PX-1TM9PeG,https://kakaku.com/item/K0001024378/,1000.0,3200.0,2100.0,M.2(Type2280),PCI-Express,BiCS33DTLC,5.3mm,22000
254,ADATA Ultimate SU900 ASU900SS-512GM-C,https://kakaku.com/item/K0000930690/,512.0,560.0,525.0,2.5インチ,SerialATA6Gb/s,3DMLC,7mm,22879
255,WESTERN DIGITAL WD Red SA500 NAS SATA WDS200T1R0B,https://kakaku.com/item/K0001215285/,2000.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.38mm,36798
256,サムスン 860 EVO MZ-76E2T0B/IT,https://kakaku.com/item/K0001027988/,2000.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND3bitMLC,6.8mm,39990
257,サムスン 970 EVO Plus MZ-V7S2T0B/IT,https://kakaku.com/item/K0001158044/,2000.0,3500.0,3300.0,M.2(Type2280),PCI-Express,V-NAND3bitMLC,2.38mm,60907
258,トランセンド SSD370 TS32GSSD370S,https://kakaku.com/item/K0000773283/,32.0,230.0,40.0,2.5インチ,SerialATA6Gb/s,MLC,6.8mm,2819
259,PLEXTOR M8VC PX-128M8VC,https://kakaku.com/item/K0001152718/,128.0,560.0,400.0,2.5インチ,SerialATA6Gb/s,3DTLC,6.8mm,3108
260,バッファロー SSD-PM240U3A-B [ブラック],https://kakaku.com/item/K0000959496/,240.0,421.6,370.0,0,USB,0,0,4200
261,Silicon Power Bolt B75 SP256GBPSDB75SCS [シルバー],https://kakaku.com/item/K0001166501/,256.0,440.0,430.0,0,USB,0,0,4680
262,ロジテック 【直販モデル】 LMD-MP256,https://kakaku.com/item/K0001193136/,256.0,1730.0,1000.0,M.2(Type2280),PCI-Express,0,3mm,4730
263,グリーンハウス GH-SSDRMPA240,https://kakaku.com/item/K0001147811/,240.0,3000.0,1000.0,M.2(Type2280),PCI-Express,3DTLC,2mm,4950
264,エレコム ESD-EC0240GBK [ブラック],https://kakaku.com/item/K0001038558/,240.0,410.0,400.0,0,USB,TLC,0,5094
265,SANDISK X600 SD9SN8W-256G-1122,https://kakaku.com/item/K0001028343/,256.0,550.0,525.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND(nCache2.0：SLC/TLC),2.23mm,5155
266,キングストン A400 SSD SA400S37/480G,https://kakaku.com/item/K0000956841/,480.0,500.0,450.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,5760
267,ADATA XPG SPECTRIX S40G AS40G-256GT-C,https://kakaku.com/item/K0001177554/,256.0,3500.0,1200.0,M.2(Type2280),PCI-Express,3DTLCNAND,8mm,5980
268,SANDISK X600 SD9SB8W-1T00-1122,https://kakaku.com/item/K0001028340/,1000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND(nCache2.0：SLC/TLC),7mm,13979
269,グリーンハウス GH-SSDRMPA960,https://kakaku.com/item/K0001147813/,960.0,3400.0,3000.0,M.2(Type2280),PCI-Express,3DTLC,3mm,15979
270,crucial MX500 CT2000MX500SSD1,https://kakaku.com/item/K0001024637/,2000.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,26940
271,IODATA SSPG-USC2NV,https://kakaku.com/item/K0001210685/,2000.0,530.0,460.0,0,USB,0,0,29312
272,サムスン 860 PRO MZ-76P1T0B/IT,https://kakaku.com/item/K0001027984/,1000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,V-NAND2bitMLC,6.8mm,36646
273,サムスン 860 QVO MZ-76Q4T0B/IT,https://kakaku.com/item/K0001122058/,4000.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND4bitMLC,6.8mm,66183
274,旭東エレクトロニクス SUNEAST SE800-120GB,https://kakaku.com/item/K0001062589/,120.0,530.0,400.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,2015
275,エレコム ESD-EC0120GBK [ブラック],https://kakaku.com/item/K0001038557/,120.0,410.0,400.0,0,USB,TLC,0,3208
277,トランセンド TS256GMTE220S,https://kakaku.com/item/K0001127530/,256.0,3500.0,1100.0,M.2(Type2280),PCI-Express,3DNAND,3.58mm,5480
278,旭東エレクトロニクス SUNEAST SE800-480GB,https://kakaku.com/item/K0001062592/,480.0,530.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,5599
280,ロジテック 【直販モデル】 LMD-MP512,https://kakaku.com/item/K0001193137/,512.0,1730.0,1560.0,M.2(Type2280),PCI-Express,0,3mm,7920
282,KingSpec P3-256,https://kakaku.com/item/K0001023355/,256.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,0,7mm,10000
283,SUPER TALENT FE8128MD2D,https://kakaku.com/item/K0000685154/,128.0,110.0,95.0,2.5インチ,IDE,MLC,9.5mm,10230
284,Colorful P100 1TB,https://kakaku.com/item/K0001126202/,1000.0,550.0,500.0,0,USB,3DTLCNAND,0,11800
285,インテル Optane SSD 800P SSDPEK1W060GA01,https://kakaku.com/item/K0001048947/,58.0,1450.0,640.0,M.2(Type2280),PCI-Express,3DXpoint,0,13640
286,SANDISK X600 SD9SN8W-1T00-1122,https://kakaku.com/item/K0001028345/,1000.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND(nCache2.0：SLC/TLC),2.23mm,15377
287,サムスン 860 EVO mSATA MZ-M6E1T0B/IT,https://kakaku.com/item/K0001027992/,1000.0,550.0,520.0,mSATA,SerialATA6Gb/s,V-NAND3bitMLC,3.85mm,21186
288,エレコム ESD-IB0960G,https://kakaku.com/item/K0001121680/,960.0,500.0,430.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,21780
290,インテル SSD 760p SSDPEKKW010T8X1,https://kakaku.com/item/K0001047445/,1024.0,3230.0,1625.0,M.2(Type2280),PCI-Express,3DTLCNAND,2.38mm,24224
291,IODATA SSPG-USC2NV/E,https://kakaku.com/item/K0001222507/,2000.0,530.0,460.0,0,USB,0,0,24552
292,インテル SSD 545s SSDSC2KW010T8X1,https://kakaku.com/item/K0001048946/,1024.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,24900
293,インテル Optane SSD 905P SSDPED1D960GAX1,https://kakaku.com/item/K0001062296/,960.0,2600.0,2200.0,0,PCI-Express,3DXpoint,0,157600
294,KINGMAX KM120GSMV32,https://kakaku.com/item/K0001043869/,120.0,500.0,300.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,1993
295,HI-DISC HDSSD120GJP3,https://kakaku.com/item/K0001031706/,120.0,550.0,450.0,2.5インチ,SerialATA6Gb/s,0,7mm,1999
296,トランセンド MTS820 TS120GMTS820S,https://kakaku.com/item/K0001018664/,120.0,550.0,500.0,M.2(Type2280),SerialATA6Gb/s,3DNANDTLC,3.58mm,2780
298,バッファロー SSD-PM120U3A-S [シルバー],https://kakaku.com/item/K0000959499/,120.0,421.6,370.0,0,USB,0,0,2979
299,トランセンド SSD370 TS64GSSD370S,https://kakaku.com/item/K0000773284/,64.0,450.0,80.0,2.5インチ,SerialATA6Gb/s,MLC,6.8mm,3980
300,ADATA Ultimate SU630 ASU630SS-240GQ-R,https://kakaku.com/item/K0001119259/,240.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DQLC,7mm,4011
301,バッファロー SSD-PM240U3A-R [レッド],https://kakaku.com/item/K0001208867/,240.0,421.6,370.0,0,USB,0,0,4569
302,HI-DISC HDSSD480GJP3,https://kakaku.com/item/K0001084352/,480.0,550.0,480.0,2.5インチ,SerialATA6Gb/s,0,7mm,5459
303,addlink S70 ad256GBS70M2P,https://kakaku.com/item/K0001217882/,256.0,3000.0,1000.0,M.2(Type2280),PCI-Express,3DTLCNAND,3.58mm,5480
304,エレコム ESD-GMIA0256G,https://kakaku.com/item/K0001162853/,256.0,3400.0,1100.0,M.2(Type2280),PCI-Express,TLC,3mm,7041
305,ロジテック 【直販モデル】 LMD-SA480,https://kakaku.com/item/K0001193142/,480.0,550.0,490.0,2.5インチ,SerialATA6Gb/s,0,7mm,7700
307,旭東エレクトロニクス SUNEAST SE800-m512GB,https://kakaku.com/item/K0001071612/,512.0,530.0,500.0,mSATA,SerialATA6Gb/s,3DTLCNAND,4mm,9350
308,SANDISK X600 SD9SB8W-2T00-1122,https://kakaku.com/item/K0001028341/,2000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND(nCache2.0：SLC/TLC),7mm,26980
309,サムスン T5 MU-PA2T0B/IT [ディープブラック],https://kakaku.com/item/K0000990358/,2000.0,540.0,540.0,0,USB,V-NAND,0,49800
310,エレコム ESD-ED0120GWH [ホワイト],https://kakaku.com/item/K0001078813/,120.0,300.0,50.0,0,USB,TLC,0,3002
311,Silicon Power Bolt B75 SP128GBPSDB75SCS [シルバー],https://kakaku.com/item/K0001166500/,128.0,440.0,430.0,0,USB,0,0,3280
312,エレコム ESD-ED0240GBK [ブラック],https://kakaku.com/item/K0001078814/,240.0,300.0,200.0,0,USB,TLC,0,4380
313,SEAGATE BarraCuda 120 SSD ZA250CM1A003,https://kakaku.com/item/K0001220988/,250.0,560.0,540.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,4880
315,crucial MX500 CT250MX500SSD1,https://kakaku.com/item/K0001024634/,250.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,4938
316,Colorful SL500 320G,https://kakaku.com/item/K0001016190/,320.0,530.0,450.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,5480
317,Palit Microsystems UVS-SSD480 (480GB 7mm TLC) ドスパラWeb限定モデル,https://kakaku.com/item/K0000965138/,480.0,525.0,465.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,5680
318,キングストン A1000 SSD SA1000M8/240G,https://kakaku.com/item/K0001103235/,240.0,1500.0,800.0,M.2(Type2280),PCI-Express,3DTLCNAND,3.5mm,5749
319,インテル Optane Memory MEMPEK1W016GAXT,https://kakaku.com/item/K0000965617/,16.0,900.0,145.0,M.2(Type2280),PCI-Express,3DXpoint,1.5mm,6080
320,トランセンド SSD370 TS128GSSD370S,https://kakaku.com/item/K0000773285/,128.0,550.0,170.0,2.5インチ,SerialATA6Gb/s,MLC,6.8mm,6980
321,旭東エレクトロニクス SUNEAST SE800-n512GB,https://kakaku.com/item/K0001095257/,512.0,530.0,500.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND,3.5mm,6980
322,ADATA Ultimate SU900 ASU900SS-256GM-C,https://kakaku.com/item/K0000930689/,256.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DMLC,7mm,8510
324,エレコム ESD-EC0480GBK [ブラック],https://kakaku.com/item/K0001078818/,480.0,410.0,400.0,0,USB,TLC,0,9087
325,IODATA SSPG-USC500NV,https://kakaku.com/item/K0001210683/,500.0,530.0,490.0,0,USB,0,0,10034
326,サムスン 860 PRO MZ-76P256B/IT,https://kakaku.com/item/K0001027986/,256.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,V-NAND2bitMLC,6.8mm,11183
329,IODATA SSPG-USC1NV,https://kakaku.com/item/K0001210684/,1000.0,530.0,460.0,0,USB,0,0,16271
331,PLEXTOR M9Pe(Y) PX-512M9PeY,https://kakaku.com/item/K0001024374/,512.0,3200.0,2000.0,0,PCI-Express,BiCS33DTLC,22.39mm,16891
332,トランセンド SSD370 TS512GSSD370S,https://kakaku.com/item/K0000773287/,512.0,560.0,460.0,2.5インチ,SerialATA6Gb/s,MLC,6.8mm,20148
334,トランセンド TS2TSSD230S,https://kakaku.com/item/K0001143899/,2000.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,27980
335,トランセンド SSD420 TS512GSSD420K,https://kakaku.com/item/K0001056422/,512.0,570.0,470.0,2.5インチ,SerialATA6Gb/s,MLCNAND,6.8mm,33171
336,SANDISK エクストリーム プロ SDSSDXPM2-2T00-J25,https://kakaku.com/item/K0001180104/,2000.0,3400.0,2900.0,M.2(Type2280),PCI-Express,0,1.98mm,49800
337,キングストン A400 SSD SA400S37/120G,https://kakaku.com/item/K0000956839/,120.0,500.0,320.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,2821
338,Silicon Power M.2 2280 M55 SP120GBSS3M55M28,https://kakaku.com/item/K0001042816/,120.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,0,3.5mm,3065
339,ABONMAX AB-SSD-240GB,https://kakaku.com/item/K0001193809/,240.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,3290
340,旭東エレクトロニクス SUNEAST SE800-256GB,https://kakaku.com/item/K0001112612/,256.0,530.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3898
341,IODATA SSPH-UT240R [ワインレッド],https://kakaku.com/item/K0001148060/,240.0,340.0,320.0,0,USB,0,0,4021
343,バッファロー SSD-PM240U3-B/N [ブラック],https://kakaku.com/item/K0000923828/,240.0,421.6,370.0,0,USB,0,0,4580
344,Corsair Force Series MP300 CSSD-F120GBMP300,https://kakaku.com/item/K0001076917/,120.0,1520.0,460.0,M.2(Type2280),PCI-Express,3DTLCNAND,0,4875
345,WESTERN DIGITAL PC SA530 3D NAND SATA SDASB8Y-256G+EXT,https://kakaku.com/item/K0001217640/,256.0,550.0,525.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,4980
346,ESSENCORE KLEVV CRAS C700 RGB K240GM2SP0-C7R,https://kakaku.com/item/K0001185423/,240.0,1500.0,1000.0,M.2(Type2280),PCI-Express,3DNAND,22mm,5207
347,トランセンド SSD360 TS128GSSD360S,https://kakaku.com/item/K0000883277/,128.0,560.0,480.0,2.5インチ,SerialATA6Gb/s,MLCNAND,6.8mm,5780
348,トランセンド TS32GPSD330,https://kakaku.com/item/K0000505984/,32.0,119.0,36.0,2.5インチ,IDE,MLC,7.4mm,6393
349,サムスン 860 EVO MZ-76E250B/IT,https://kakaku.com/item/K0001027991/,250.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND3bitMLC,6.8mm,6600
350,HP P500 7PD51AA#UUF [シルバー],https://kakaku.com/item/K0001204293/,250.0,370.0,200.0,0,USB,3DNAND,0,6979
352,バッファロー SSD-PM480U3-B/N [ブラック],https://kakaku.com/item/K0000923827/,480.0,421.6,370.0,0,USB,0,0,7880
353,crucial BX300 CT120BX300SSD1,https://kakaku.com/item/K0001004813/,120.0,555.0,510.0,2.5インチ,SerialATA6Gb/s,3DMLC,7mm,8036
354,エレコム ESD-EC0480GRD [レッド],https://kakaku.com/item/K0001152653/,480.0,410.0,400.0,0,USB,TLC,0,9089
355,CFD CSSD-M2B05GPG2VN,https://kakaku.com/item/K0001122313/,512.0,3400.0,2000.0,M.2(Type2280),PCI-Express,3DTLC,0,9328
357,IODATA SSPG-USC1NV/E,https://kakaku.com/item/K0001222506/,1000.0,530.0,460.0,0,USB,0,0,12850
358,IODATA SSPH-UT960K [スモーキーブラック],https://kakaku.com/item/K0001148059/,960.0,340.0,300.0,0,USB,0,0,13479
359,ロジテック 【直販モデル】 LMD-SM512UC,https://kakaku.com/item/K0001220797/,512.0,3420.0,2015.0,0,PCI-Express,0,0,13750
360,IODATA SSPH-UA960NV/E,https://kakaku.com/item/K0001181809/,960.0,440.0,430.0,0,USB,0,0,14319
361,IODATA SSPH-UA960NV,https://kakaku.com/item/K0001175386/,960.0,440.0,430.0,0,USB,0,0,15395
362,インテル D3-S4510 SSDSC2KB480G801,https://kakaku.com/item/K0001083156/,480.0,560.0,490.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,15510
363,バッファロー SSD-PH500U3-BA [ブラック],https://kakaku.com/item/K0001147809/,500.0,1000.0,900.0,0,USB,0,0,15558
364,ロジテック 【直販モデル】 LMD-MPD1024,https://kakaku.com/item/K0001193140/,1024.0,3470.0,2750.0,M.2(Type2280),PCI-Express,0,3mm,18370
365,WESTERN DIGITAL WD Black NVMe WDS500G2X0C,https://kakaku.com/item/K0001054465/,500.0,3400.0,2500.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,18513
367,addlink S70 ad2TBS70M2P,https://kakaku.com/item/K0001217885/,2000.0,3500.0,3000.0,M.2(Type2280),PCI-Express,3DTLCNAND,3.58mm,37980
368,インテル SSD 760p SSDPEKKW020T8X1,https://kakaku.com/item/K0001083157/,2048.0,3230.0,1625.0,M.2(Type2280),PCI-Express,3DTLCNAND,2.38mm,44795
369,インテル Optane SSD 905P SSDPE21D480GAX1,https://kakaku.com/item/K0001062298/,480.0,2600.0,2200.0,2.5インチ,PCI-Express,3DXpoint,15mm,75328
370,インテル D3-S4510 SSDSC2KB038T801,https://kakaku.com/item/K0001083154/,3840.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,91690
